Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ);MOL-Abweichung
21.05.2023;CEST;01:15;01:30;MW;0,359;0,000;0,045;0,765;1,169;19,074;1,508;1,758;114,796;137,136;0
21.05.2023;CEST;01:30;01:45;MW;0,250;0,232;0,128;0,000;0,610;17,799;1,634;1,147;85,985;106,565;0
21.05.2023;CEST;01:45;02:00;MW;0,286;0,013;0,060;0,152;0,511;13,496;2,472;1,180;95,047;112,195;0
21.05.2023;CEST;02:00;02:15;MW;65,484;40,702;2,144;111,347;219,677;3,214;0,194;0,575;7,419;11,402;0
21.05.2023;CEST;02:15;02:30;MW;13,162;13,609;1,086;14,712;42,569;1,696;0,373;0,401;0,648;3,118;0
21.05.2023;CEST;02:30;02:45;MW;8,874;7,443;0,637;6,249;23,203;0,652;1,040;0,908;1,421;4,021;0
21.05.2023;CEST;02:45;03:00;MW;5,622;9,194;0,747;8,415;23,978;5,825;0,922;0,819;1,446;9,012;0
21.05.2023;CEST;03:00;03:15;MW;32,836;15,835;1,006;26,418;76,095;1,997;0,500;0,665;1,057;4,219;0
21.05.2023;CEST;03:15;03:30;MW;33,772;35,898;1,680;61,986;133,336;0,097;0,381;0,428;0,005;0,911;0
21.05.2023;CEST;03:30;03:45;MW;30,621;29,158;1,635;34,425;95,839;0,080;0,266;0,712;0,549;1,607;0
21.05.2023;CEST;03:45;04:00;MW;21,578;16,956;0,979;24,577;64,090;0,447;0,828;0,721;4,370;6,366;0
21.05.2023;CEST;04:00;04:15;MW;7,933;0,704;0,727;12,566;21,930;1,232;1,215;1,818;1,132;5,397;0
21.05.2023;CEST;04:15;04:30;MW;0,517;0,224;0,435;1,508;2,684;0,622;0,780;0,804;1,450;3,656;0
21.05.2023;CEST;04:30;04:45;MW;14,536;0,971;0,661;8,217;24,385;0,167;1,039;0,802;0,385;2,393;0
21.05.2023;CEST;04:45;05:00;MW;14,043;0,403;0,683;2,243;17,372;0,178;1,452;0,635;1,116;3,381;0
21.05.2023;CEST;05:00;05:15;MW;22,512;1,014;1,648;81,361;106,535;0,599;0,846;1,190;0,149;2,784;0
21.05.2023;CEST;05:15;05:30;MW;17,458;0,652;1,735;35,498;55,343;0,180;1,436;0,904;0,895;3,415;0
21.05.2023;CEST;05:30;05:45;MW;8,864;0,294;1,246;22,047;32,451;0,286;1,937;0,790;0,000;3,013;0
21.05.2023;CEST;05:45;06:00;MW;17,945;0,538;1,484;29,371;49,338;0,116;1,302;0,879;1,211;3,508;0
21.05.2023;CEST;06:00;06:15;MW;21,165;0,107;1,681;47,660;70,613;0,269;2,803;2,508;10,095;15,675;0
21.05.2023;CEST;06:15;06:30;MW;14,657;0,013;0,791;21,474;36,935;0,337;1,345;1,153;0,102;2,937;0
21.05.2023;CEST;06:30;06:45;MW;9,871;1,325;0,657;15,500;27,353;0,302;1,732;1,645;94,789;98,468;0
21.05.2023;CEST;06:45;07:00;MW;0,029;1,452;1,108;56,089;58,678;0,617;1,151;0,567;0,636;2,971;0
21.05.2023;CEST;07:00;07:15;MW;1,543;0,060;1,933;162,802;166,338;0,762;1,205;1,057;1,242;4,266;0
21.05.2023;CEST;07:15;07:30;MW;133,356;0,008;6,185;279,913;419,462;0,000;2,290;0,663;0,000;2,953;0
21.05.2023;CEST;07:30;07:45;MW;130,356;0,353;8,190;438,371;577,270;0,000;1,226;0,977;0,000;2,203;0
21.05.2023;CEST;07:45;08:00;MW;91,960;0,042;6,217;380,695;478,914;0,000;1,244;1,036;0,280;2,560;0
21.05.2023;CEST;08:00;08:15;MW;48,559;0,012;7,969;45,568;102,108;0,015;1,288;1,073;4,399;6,775;0
21.05.2023;CEST;08:15;08:30;MW;24,240;0,002;4,246;46,250;74,738;0,260;1,751;0,946;5,176;8,133;0
21.05.2023;CEST;08:30;08:45;MW;67,520;0,075;15,715;216,493;299,803;0,000;2,682;1,143;0,349;4,174;0
21.05.2023;CEST;08:45;09:00;MW;102,496;6,652;29,508;804,050;942,706;0,000;1,465;0,868;0,000;2,333;0
21.05.2023;CEST;09:00;09:15;MW;107,446;8,694;30,665;487,318;634,123;0,000;0,236;1,028;0,009;1,273;0
21.05.2023;CEST;09:15;09:30;MW;98,840;52,841;28,461;237,930;418,072;0,000;0,006;1,262;3,838;5,106;0
21.05.2023;CEST;09:30;09:45;MW;56,844;6,738;12,461;71,970;148,013;0,365;0,771;1,273;2,213;4,622;0
21.05.2023;CEST;09:45;10:00;MW;95,979;1,450;20,491;171,674;289,594;0,064;0,449;0,683;1,157;2,353;0
21.05.2023;CEST;10:00;10:15;MW;6,765;0,153;2,913;4,204;14,035;1,034;2,043;2,393;8,743;14,213;0
21.05.2023;CEST;10:15;10:30;MW;28,464;0,001;5,229;20,072;53,766;0,094;6,191;6,861;29,720;42,866;0
21.05.2023;CEST;10:30;10:45;MW;0,044;0,097;0,964;1,005;2,110;0,292;5,741;5,924;13,490;25,447;0
21.05.2023;CEST;10:45;11:00;MW;0,000;0,000;0,554;0,269;0,823;1,005;6,334;9,758;21,873;38,970;0
21.05.2023;CEST;11:00;11:15;MW;0,000;0,000;0,893;0,167;1,060;0,963;11,823;17,418;101,448;131,652;0
21.05.2023;CEST;11:15;11:30;MW;0,000;0,178;0,559;1,653;2,390;1,107;4,724;4,829;4,129;14,789;0
21.05.2023;CEST;11:30;11:45;MW;0,000;0,325;0,622;5,242;6,189;1,702;5,281;4,218;70,297;81,498;0
21.05.2023;CEST;11:45;12:00;MW;0,000;0,018;1,558;2,133;3,709;1,527;6,725;6,714;9,453;24,419;0
21.05.2023;CEST;12:00;12:15;MW;8,187;5,585;6,140;64,105;84,017;8,906;1,063;12,896;126,356;149,221;0
21.05.2023;CEST;12:15;12:30;MW;0,000;0,000;1,427;3,278;4,705;3,093;1,783;7,571;14,252;26,699;0
21.05.2023;CEST;12:30;12:45;MW;0,496;0,164;1,732;1,062;3,454;6,317;3,504;4,685;27,309;41,815;0
21.05.2023;CEST;12:45;13:00;MW;0,027;0,000;1,231;3,434;4,692;5,492;10,053;15,605;76,249;107,399;0
21.05.2023;CEST;13:00;13:15;MW;0,000;0,000;0,875;10,714;11,589;10,977;14,912;25,434;210,457;261,780;0
21.05.2023;CEST;13:15;13:30;MW;0,003;0,000;0,055;0,039;0,097;9,735;17,236;24,375;193,796;245,142;0
21.05.2023;CEST;13:30;13:45;MW;0,020;0,210;0,186;1,460;1,876;3,397;10,685;12,357;40,725;67,164;0
21.05.2023;CEST;13:45;14:00;MW;0,001;0,001;0,063;2,797;2,862;4,328;3,817;5,484;13,510;27,139;0
21.05.2023;CEST;14:00;14:15;MW;0,000;0,000;0,194;1,553;1,747;10,131;13,692;20,078;124,110;168,011;0
21.05.2023;CEST;14:15;14:30;MW;0,000;0,000;0,142;0,000;0,142;11,733;19,554;33,584;321,394;386,265;0
21.05.2023;CEST;14:30;14:45;MW;0,000;0,000;0,080;0,000;0,080;13,654;18,810;32,097;255,441;320,002;0
21.05.2023;CEST;14:45;15:00;MW;0,017;0,000;0,183;3,467;3,667;6,138;10,429;17,789;31,253;65,609;0
21.05.2023;CEST;15:00;15:15;MW;0,000;0,122;0,135;6,418;6,675;1,597;1,601;3,534;1,184;7,916;0
21.05.2023;CEST;15:15;15:30;MW;0,000;0,000;0,236;0,723;0,959;2,312;1,849;2,609;0,739;7,509;0
21.05.2023;CEST;15:30;15:45;MW;0,017;0,410;0,178;1,819;2,424;3,202;1,577;2,418;0,497;7,694;0
21.05.2023;CEST;15:45;16:00;MW;2,541;0,004;1,911;12,833;17,289;2,366;2,223;1,830;0,322;6,741;0
21.05.2023;CEST;16:00;16:15;MW;0,004;0,052;0,469;5,238;5,763;2,386;0,946;2,489;0,978;6,799;0
21.05.2023;CEST;16:15;16:30;MW;0,037;0,000;0,188;4,361;4,586;0,284;1,295;2,468;1,929;5,976;0
21.05.2023;CEST;16:30;16:45;MW;40,423;19,778;5,460;88,953;154,614;0,487;0,790;2,706;0,472;4,455;0
21.05.2023;CEST;16:45;17:00;MW;8,731;12,219;1,098;6,140;28,188;0,967;0,501;2,997;2,367;6,832;0
21.05.2023;CEST;17:00;17:15;MW;1,990;1,868;0,580;8,453;12,891;2,443;1,259;3,517;4,488;11,707;0
21.05.2023;CEST;17:15;17:30;MW;0,000;0,000;0,260;4,851;5,111;0,725;5,249;14,859;128,335;149,168;0
21.05.2023;CEST;17:30;17:45;MW;3,574;4,170;1,771;57,194;66,709;0,916;2,980;3,394;0,622;7,912;0
21.05.2023;CEST;17:45;18:00;MW;0,769;2,573;0,835;51,895;56,072;1,182;0,743;2,957;2,305;7,187;0
21.05.2023;CEST;18:00;18:15;MW;0,490;0,017;0,315;47,933;48,755;1,571;1,618;4,665;1,373;9,227;0
21.05.2023;CEST;18:15;18:30;MW;10,579;54,724;4,252;295,616;365,171;0,223;0,001;2,613;0,000;2,837;0
21.05.2023;CEST;18:30;18:45;MW;28,261;92,480;5,437;726,469;852,647;1,153;0,000;1,869;0,000;3,022;0
21.05.2023;CEST;18:45;19:00;MW;27,034;62,149;3,408;291,463;384,054;0,413;0,064;2,851;0,000;3,328;0
21.05.2023;CEST;19:00;19:15;MW;1,585;19,158;1,546;108,940;131,229;0,739;1,629;4,490;0,006;6,864;0
21.05.2023;CEST;19:15;19:30;MW;3,090;24,034;2,687;121,584;151,395;1,377;1,218;3,770;5,088;11,453;0
21.05.2023;CEST;19:30;19:45;MW;56,109;114,002;5,775;449,336;625,222;0,081;0,065;3,751;0,029;3,926;0
21.05.2023;CEST;19:45;20:00;MW;85,243;103,994;7,831;208,803;405,871;0,000;0,006;3,334;0,000;3,340;0
21.05.2023;CEST;20:00;20:15;MW;6,730;2,550;1,467;17,506;28,253;2,412;1,467;3,273;0,178;7,330;0
21.05.2023;CEST;20:15;20:30;MW;0,167;0,000;0,336;9,688;10,191;3,178;1,751;2,610;0,201;7,740;0
21.05.2023;CEST;20:30;20:45;MW;5,124;1,972;1,223;29,358;37,677;0,849;1,755;1,274;0,142;4,020;0
21.05.2023;CEST;20:45;21:00;MW;3,840;4,513;1,072;27,249;36,674;1,598;1,569;1,314;1,184;5,665;0
21.05.2023;CEST;21:00;21:15;MW;3,583;25,126;1,405;95,811;125,925;0,496;0,637;1,543;0,694;3,370;0
21.05.2023;CEST;21:15;21:30;MW;46,409;40,590;5,939;189,036;281,974;0,356;0,033;3,125;0,000;3,514;0
21.05.2023;CEST;21:30;21:45;MW;55,270;47,804;6,271;310,241;419,586;0,195;0,041;2,535;0,000;2,771;0
21.05.2023;CEST;21:45;22:00;MW;23,848;34,956;5,739;108,085;172,628;0,029;0,245;1,466;0,000;1,740;0
21.05.2023;CEST;22:00;22:15;MW;111,064;69,158;4,916;392,596;577,734;0,250;0,504;1,453;0,723;2,930;0
21.05.2023;CEST;22:15;22:30;MW;45,932;69,088;7,003;202,663;324,686;0,129;0,097;2,996;0,317;3,539;0
21.05.2023;CEST;22:30;22:45;MW;15,527;18,779;2,802;26,044;63,152;1,052;2,126;2,995;0,743;6,916;0
21.05.2023;CEST;22:45;23:00;MW;0,000;0,000;0,149;5,556;5,705;1,756;2,058;3,398;0,073;7,285;0
21.05.2023;CEST;23:00;23:15;MW;86,888;76,561;6,619;50,090;220,158;0,060;0,389;3,063;0,582;4,094;0
21.05.2023;CEST;23:15;23:30;MW;54,151;42,552;5,318;50,873;152,894;0,325;0,672;4,784;0,002;5,783;0
21.05.2023;CEST;23:30;23:45;MW;46,644;28,736;4,954;33,114;113,448;0,054;0,650;4,439;0,000;5,143;0
21.05.2023;CEST;23:45;00:00;MW;25,032;24,958;1,197;9,101;60,288;0,371;0,693;3,984;0,269;5,317;0
22.05.2023;CEST;00:00;00:15;MW;0,678;1,965;0,239;6,463;9,345;0,886;0,635;2,674;5,474;9,669;0
22.05.2023;CEST;00:15;00:30;MW;0,086;0,062;0,321;4,379;4,848;0,408;3,032;1,740;14,284;19,464;0
22.05.2023;CEST;00:30;00:45;MW;0,001;0,010;0,479;3,434;3,924;0,962;14,602;8,150;52,961;76,675;0
22.05.2023;CEST;00:45;01:00;MW;0,012;0,028;0,280;2,826;3,146;0,379;5,885;4,948;2,846;14,058;0
22.05.2023;CEST;01:00;01:15;MW;0,000;0,001;0,205;2,503;2,709;1,430;6,309;3,408;8,772;19,919;0
22.05.2023;CEST;01:15;01:30;MW;0,009;0,867;0,153;2,788;3,817;0,217;0,793;2,418;2,353;5,781;0
22.05.2023;CEST;01:30;01:45;MW;0,000;0,421;0,166;5,337;5,924;1,236;1,661;2,607;1,340;6,844;0
22.05.2023;CEST;01:45;02:00;MW;0,000;0,014;0,187;4,198;4,399;0,549;1,446;2,910;0,558;5,463;0
22.05.2023;CEST;02:00;02:15;MW;40,185;61,568;1,769;42,746;146,268;0,060;0,013;1,453;1,095;2,621;0
22.05.2023;CEST;02:15;02:30;MW;43,852;34,266;1,352;50,390;129,860;0,115;0,457;1,650;0,385;2,607;0
22.05.2023;CEST;02:30;02:45;MW;87,453;95,060;4,795;265,084;452,392;0,046;0,227;1,236;0,158;1,667;0
22.05.2023;CEST;02:45;03:00;MW;87,763;66,345;3,893;111,203;269,204;0,033;0,210;1,684;0,068;1,995;0
22.05.2023;CEST;03:00;03:15;MW;10,968;15,247;0,161;11,225;37,601;0,940;0,670;2,663;0,892;5,165;0
22.05.2023;CEST;03:15;03:30;MW;0,282;0,567;0,236;2,786;3,871;0,615;0,698;1,005;1,006;3,324;0
22.05.2023;CEST;03:30;03:45;MW;0,426;0,459;0,075;2,642;3,602;0,660;6,905;8,561;26,927;43,053;0
22.05.2023;CEST;03:45;04:00;MW;0,000;0,000;0,083;0,447;0,530;0,727;21,051;32,387;120,470;174,635;0
22.05.2023;CEST;04:00;04:15;MW;0,000;0,010;0,539;4,741;5,290;1,280;13,068;16,888;93,933;125,169;0
22.05.2023;CEST;04:15;04:30;MW;0,000;4,030;3,606;9,791;17,427;1,007;1,578;1,234;1,254;5,073;0
22.05.2023;CEST;04:30;04:45;MW;0,007;59,458;10,292;274,775;344,532;0,536;0,033;0,954;0,235;1,758;0
22.05.2023;CEST;04:45;05:00;MW;0,986;79,489;12,022;128,911;221,408;0,000;0,157;0,821;0,000;0,978;0
22.05.2023;CEST;05:00;05:15;MW;0,008;45,692;9,527;119,109;174,336;0,691;0,347;1,787;0,000;2,825;0
22.05.2023;CEST;05:15;05:30;MW;0,000;73,104;12,648;507,322;593,074;0,801;0,144;1,387;0,000;2,332;0
22.05.2023;CEST;05:30;05:45;MW;0,000;119,359;12,799;876,206;1008,364;0,683;0,000;1,680;0,000;2,363;0
22.05.2023;CEST;05:45;06:00;MW;0,002;74,172;12,192;554,178;640,544;0,503;0,039;2,170;0,000;2,712;0
22.05.2023;CEST;06:00;06:15;MW;0,002;19,600;1,928;69,275;90,805;0,623;9,511;14,750;146,729;171,613;0
22.05.2023;CEST;06:15;06:30;MW;0,001;0,603;0,238;7,425;8,267;1,666;7,423;10,981;34,578;54,648;0
22.05.2023;CEST;06:30;06:45;MW;0,000;0,301;0,209;0,486;0,996;1,688;13,934;6,728;12,473;34,823;0
22.05.2023;CEST;06:45;07:00;MW;0,000;0,106;0,142;2,128;2,376;1,177;1,010;1,937;2,684;6,808;0
22.05.2023;CEST;07:00;07:15;MW;0,000;0,000;0,233;0,455;0,688;2,373;9,067;2,950;8,188;22,578;0
22.05.2023;CEST;07:15;07:30;MW;0,000;2,779;0,695;2,423;5,897;1,095;1,879;2,092;5,322;10,388;0
22.05.2023;CEST;07:30;07:45;MW;0,000;3,039;4,895;173,315;181,249;1,183;0,389;2,809;0,852;5,233;0
22.05.2023;CEST;07:45;08:00;MW;0,000;23,855;1,810;64,400;90,065;1,520;0,128;3,412;0,212;5,272;0
22.05.2023;CEST;08:00;08:15;MW;255,937;96,682;26,276;897,655;1276,550;0,047;0,000;1,586;0,000;1,633;0
22.05.2023;CEST;08:15;08:30;MW;385,795;119,902;34,802;1177,562;1718,061;0,000;0,000;1,709;0,000;1,709;0
22.05.2023;CEST;08:30;08:45;MW;245,738;56,003;7,298;757,157;1066,196;0,000;0,000;2,265;0,000;2,265;0
22.05.2023;CEST;08:45;09:00;MW;61,481;1,717;3,024;100,039;166,261;0,264;2,251;2,466;6,112;11,093;0
22.05.2023;CEST;09:00;09:15;MW;109,109;4,041;3,277;58,945;175,372;1,003;2,976;2,621;23,963;30,563;0
22.05.2023;CEST;09:15;09:30;MW;23,759;4,663;1,820;2,436;32,678;0,767;4,013;2,796;25,324;32,900;0
22.05.2023;CEST;09:30;09:45;MW;0,000;0,005;0,023;9,634;9,662;1,245;4,050;3,609;50,078;58,982;0
22.05.2023;CEST;09:45;10:00;MW;0,000;0,000;0,084;4,976;5,060;1,283;6,934;3,391;21,558;33,166;0
22.05.2023;CEST;10:00;10:15;MW;0,000;0,000;0,218;0,156;0,374;3,144;40,929;7,119;452,278;503,470;0
22.05.2023;CEST;10:15;10:30;MW;1,621;0,000;1,081;0,408;3,110;3,265;34,846;7,020;266,272;311,403;0
22.05.2023;CEST;10:30;10:45;MW;0,000;0,000;0,045;2,681;2,726;2,986;23,914;5,241;183,876;216,017;0
22.05.2023;CEST;10:45;11:00;MW;0,000;0,000;0,066;0,018;0,084;3,087;25,387;5,815;246,198;280,487;0
22.05.2023;CEST;11:00;11:15;MW;0,010;0,001;0,259;4,046;4,316;0,616;5,106;3,588;16,965;26,275;0
22.05.2023;CEST;11:15;11:30;MW;0,000;0,000;0,083;4,999;5,082;0,763;7,951;3,061;0,369;12,144;0
22.05.2023;CEST;11:30;11:45;MW;0,000;0,000;0,041;3,357;3,398;2,550;17,999;4,460;76,608;101,617;0
22.05.2023;CEST;11:45;12:00;MW;0,000;0,000;0,124;12,468;12,592;1,950;13,743;4,441;19,974;40,108;0
22.05.2023;CEST;12:00;12:15;MW;0,000;0,000;0,411;0,959;1,370;1,176;12,897;2,112;13,601;29,786;0
22.05.2023;CEST;12:15;12:30;MW;0,000;0,000;0,173;1,881;2,054;1,088;2,236;2,578;6,045;11,947;0
22.05.2023;CEST;12:30;12:45;MW;1,742;94,047;4,698;24,152;124,639;0,516;0,074;2,005;3,516;6,111;0
22.05.2023;CEST;12:45;13:00;MW;1,326;14,766;2,676;71,818;90,586;0,774;0,746;2,100;0,853;4,473;0
22.05.2023;CEST;13:00;13:15;MW;14,486;264,725;6,756;376,168;662,135;0,074;0,014;2,104;0,000;2,192;0
22.05.2023;CEST;13:15;13:30;MW;5,192;110,329;6,143;237,808;359,472;0,201;0,197;2,573;0,000;2,971;0
22.05.2023;CEST;13:30;13:45;MW;1,201;61,789;1,118;16,452;80,560;0,672;0,114;2,534;2,279;5,599;0
22.05.2023;CEST;13:45;14:00;MW;0,004;0,720;0,171;0,770;1,665;2,193;1,342;5,719;73,801;83,055;0
22.05.2023;CEST;14:00;14:15;MW;0,087;0,000;0,326;0,193;0,606;2,076;8,906;7,865;60,704;79,551;0
22.05.2023;CEST;14:15;14:30;MW;2,190;0,000;2,203;19,036;23,429;0,861;5,090;3,742;6,477;16,170;0
22.05.2023;CEST;14:30;14:45;MW;1,921;24,474;2,757;9,431;38,583;0,662;1,743;3,336;1,524;7,265;0
22.05.2023;CEST;14:45;15:00;MW;4,291;36,263;5,016;70,542;116,112;0,246;0,386;3,039;4,511;8,182;0
22.05.2023;CEST;15:00;15:15;MW;6,657;122,501;7,097;241,267;377,522;0,249;4,011;2,827;0,135;7,222;0
22.05.2023;CEST;15:15;15:30;MW;0,108;29,831;0,430;31,900;62,269;1,148;0,380;2,895;2,047;6,470;0
22.05.2023;CEST;15:30;15:45;MW;5,016;89,521;3,883;66,285;164,705;0,409;0,010;2,590;1,440;4,449;0
22.05.2023;CEST;15:45;16:00;MW;0,170;6,559;0,281;17,310;24,320;2,563;1,753;12,065;104,957;121,338;0
22.05.2023;CEST;16:00;16:15;MW;0,000;0,040;1,643;3,049;4,732;61,337;20,828;29,174;94,087;205,426;0
22.05.2023;CEST;16:15;16:30;MW;0,084;4,550;1,021;1,221;6,876;61,492;10,590;3,242;58,599;133,923;0
22.05.2023;CEST;16:30;16:45;MW;23,879;65,630;7,649;69,603;166,761;0,029;0,182;3,135;0,057;3,403;0
22.05.2023;CEST;16:45;17:00;MW;17,662;67,450;5,215;40,393;130,720;2,284;0,318;4,099;5,206;11,907;0
22.05.2023;CEST;17:00;17:15;MW;0,397;1,178;1,437;3,763;6,775;34,255;1,034;4,704;34,294;74,287;0
22.05.2023;CEST;17:15;17:30;MW;0,035;0,071;0,815;2,686;3,607;44,514;2,348;4,247;53,950;105,059;0
22.05.2023;CEST;17:30;17:45;MW;0,000;0,001;1,104;3,876;4,981;9,507;2,421;3,995;11,309;27,232;0
22.05.2023;CEST;17:45;18:00;MW;0,000;0,259;1,718;17,779;19,756;2,705;1,038;4,076;3,478;11,297;0
22.05.2023;CEST;18:00;18:15;MW;0,005;4,827;3,888;489,336;498,056;2,888;2,495;4,949;0,000;10,332;0
22.05.2023;CEST;18:15;18:30;MW;3,799;212,506;58,768;590,500;865,573;0,046;0,000;4,228;0,000;4,274;0
22.05.2023;CEST;18:30;18:45;MW;30,392;397,897;86,260;825,200;1339,749;0,086;0,000;3,178;0,000;3,264;0
22.05.2023;CEST;18:45;19:00;MW;11,906;534,257;127,068;1088,222;1761,453;0,002;0,000;3,309;0,000;3,311;0
22.05.2023;CEST;19:00;19:15;MW;5,688;237,774;10,578;287,407;541,447;0,137;0,000;5,453;0,076;5,666;0
22.05.2023;CEST;19:15;19:30;MW;3,985;22,691;3,877;74,460;105,013;0,245;0,088;4,165;0,000;4,498;0
22.05.2023;CEST;19:30;19:45;MW;0,081;2,477;0,944;4,333;7,835;5,909;0,964;4,767;1,952;13,592;0
22.05.2023;CEST;19:45;20:00;MW;0,000;0,000;0,377;2,005;2,382;1,128;1,242;3,879;0,425;6,674;0
22.05.2023;CEST;20:00;20:15;MW;0,038;0,000;0,541;0,032;0,611;100,940;2,048;4,049;61,193;168,230;0
22.05.2023;CEST;20:15;20:30;MW;0,000;0,037;1,198;0,000;1,235;103,006;0,963;3,466;109,112;216,547;0
22.05.2023;CEST;20:30;20:45;MW;0,000;0,165;1,515;0,000;1,680;79,836;1,991;4,432;73,920;160,179;0
22.05.2023;CEST;20:45;21:00;MW;0,122;0,000;0,896;0,000;1,018;73,349;4,018;4,494;319,865;401,726;0
22.05.2023;CEST;21:00;21:15;MW;0,193;0,143;1,024;0,237;1,597;31,100;1,075;4,120;121,518;157,813;0
22.05.2023;CEST;21:15;21:30;MW;0,138;0,000;1,466;0,029;1,633;19,909;2,439;4,731;103,165;130,244;0
22.05.2023;CEST;21:30;21:45;MW;0,303;0,267;1,131;0,815;2,516;7,469;2,238;3,769;43,291;56,767;0
22.05.2023;CEST;21:45;22:00;MW;0,765;1,838;1,301;21,060;24,964;4,194;2,219;3,396;32,391;42,200;0
22.05.2023;CEST;22:00;22:15;MW;3,314;62,084;4,983;200,682;271,063;6,153;0,061;2,376;0,228;8,818;0
22.05.2023;CEST;22:15;22:30;MW;0,000;58,364;4,502;231,133;293,999;6,832;0,460;1,823;0,000;9,115;0
22.05.2023;CEST;22:30;22:45;MW;6,752;101,762;7,410;367,810;483,734;0,072;0,088;2,503;0,000;2,663;0
22.05.2023;CEST;22:45;23:00;MW;5,432;108,247;5,825;358,048;477,552;0,007;0,003;3,382;0,000;3,392;0
22.05.2023;CEST;23:00;23:15;MW;1,815;54,792;3,026;69,179;128,812;4,304;0,662;3,681;0,275;8,922;0
22.05.2023;CEST;23:15;23:30;MW;1,237;28,250;4,844;94,974;129,305;0,696;0,373;3,273;27,048;31,390;0
22.05.2023;CEST;23:30;23:45;MW;0,000;0,398;1,339;0,838;2,575;0,895;1,629;2,171;105,755;110,450;0
22.05.2023;CEST;23:45;00:00;MW;0,096;0,000;1,163;0,025;1,284;0,109;1,262;2,133;70,038;73,542;0
23.05.2023;CEST;00:00;00:15;MW;7,249;4,141;0,463;10,750;22,603;0,177;0,835;1,185;14,663;16,860;0
23.05.2023;CEST;00:15;00:30;MW;0,000;0,003;0,072;2,889;2,964;0,446;0,876;1,429;3,283;6,034;0
23.05.2023;CEST;00:30;00:45;MW;30,960;43,568;5,073;37,402;117,003;0,117;0,055;0,963;3,649;4,784;0
23.05.2023;CEST;00:45;01:00;MW;29,491;27,860;1,565;42,498;101,414;0,117;0,114;1,321;0,296;1,848;0
23.05.2023;CEST;01:00;01:15;MW;14,151;51,457;4,703;37,932;108,243;0,153;0,111;0,860;0,154;1,278;0
23.05.2023;CEST;01:15;01:30;MW;9,562;10,247;2,321;8,966;31,096;0,290;0,473;1,048;1,445;3,256;0
23.05.2023;CEST;01:30;01:45;MW;0,000;0,411;1,891;376,276;378,578;0,381;1,011;0,889;0,000;2,281;0
23.05.2023;CEST;01:45;02:00;MW;15,395;129,739;1,998;216,688;363,820;0,013;0,193;1,073;0,676;1,955;0
23.05.2023;CEST;02:00;02:15;MW;2,421;111,038;2,629;165,685;281,773;0,252;0,000;0,826;0,710;1,788;0
23.05.2023;CEST;02:15;02:30;MW;18,657;79,499;5,280;165,402;268,838;0,137;0,046;1,304;0,800;2,287;0
23.05.2023;CEST;02:30;02:45;MW;0,004;0,341;2,525;272,044;274,914;0,257;1,505;1,305;0,260;3,327;0
23.05.2023;CEST;02:45;03:00;MW;16,600;66,939;1,775;29,872;115,186;0,028;0,151;1,522;1,485;3,186;0
23.05.2023;CEST;03:00;03:15;MW;0,011;5,086;0,382;1,016;6,495;0,167;0,692;1,722;1,228;3,809;0
23.05.2023;CEST;03:15;03:30;MW;0,081;0,714;0,287;0,604;1,686;0,073;0,782;1,248;1,175;3,278;0
23.05.2023;CEST;03:30;03:45;MW;0,021;0,584;0,134;16,444;17,183;0,170;1,792;1,478;9,040;12,480;0
23.05.2023;CEST;03:45;04:00;MW;0,020;0,000;0,044;0,138;0,202;0,132;7,119;2,104;57,707;67,062;0
23.05.2023;CEST;04:00;04:15;MW;0,010;0,000;0,121;0,000;0,131;0,339;21,803;10,728;337,498;370,368;0
23.05.2023;CEST;04:15;04:30;MW;0,008;0,000;0,124;0,000;0,132;0,169;40,610;25,269;403,801;469,849;0
23.05.2023;CEST;04:30;04:45;MW;0,087;0,000;0,118;0,081;0,286;0,034;9,618;1,591;51,455;62,698;0
23.05.2023;CEST;04:45;05:00;MW;0,070;0,000;0,110;0,000;0,180;0,203;12,458;5,581;251,998;270,240;0
23.05.2023;CEST;05:00;05:15;MW;0,001;0,000;0,224;0,325;0,550;0,341;8,944;4,986;51,813;66,084;0
23.05.2023;CEST;05:15;05:30;MW;0,054;0,000;0,091;0,005;0,150;0,052;9,733;4,201;142,537;156,523;0
23.05.2023;CEST;05:30;05:45;MW;0,023;0,000;0,068;0,075;0,166;5,231;26,535;4,687;129,701;166,154;0
23.05.2023;CEST;05:45;06:00;MW;0,002;0,050;0,207;3,160;3,419;0,320;1,071;3,444;9,051;13,886;0
23.05.2023;CEST;06:00;06:15;MW;0,010;0,056;0,409;0,200;0,675;0,335;15,364;7,924;133,867;157,490;0
23.05.2023;CEST;06:15;06:30;MW;0,047;0,014;0,233;3,811;4,105;0,295;11,761;2,750;50,197;65,003;0
23.05.2023;CEST;06:30;06:45;MW;0,002;0,000;0,120;1,588;1,710;0,319;21,198;3,360;93,742;118,619;0
23.05.2023;CEST;06:45;07:00;MW;0,000;0,000;0,047;0,168;0,215;0,328;26,292;4,479;102,226;133,325;0
23.05.2023;CEST;07:00;07:15;MW;0,007;0,000;0,134;0,000;0,141;0,265;33,690;8,328;368,374;410,657;0
